vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
-38.3713,-30.781,19.4998,92,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
28.5102,36.1754,2.64551,59,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
12.3729,12.4891,-23.5526,129,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
30.1252,16.2854,16.4984,464861,-25,-25,259,-25,25,304,25,-25,348,25,25,442
36.0656,7.21455,24.22,10783,-25,-25,5,-25,25,9,25,-25,2,25,25,6
-26.4229,-17.3817,-1.06608,14152,-25,-25,27,-25,25,10,25,-25,10,25,25,7
-43.7095,-43.1952,-19.5531,73,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.50013,29.1465,24.9034,6442,-25,-25,9,-25,25,15,25,-25,3,25,25,4
-37.991,34.9118,17.3969,7337,-25,-25,4,-25,25,3,25,-25,6,25,25,9
-19.8716,-6.7813,-17.5757,107,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
17.0274,26.2377,10.0282,110,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
38.5829,-22.2718,19.8393,132,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.50043,-15.3703,15.0762,173050,-25,-25,136,-25,25,127,25,-25,134,25,25,107
25.9537,31.236,-20.7483,420717,-25,-25,200,-25,25,277,25,-25,230,25,25,485
-32.2045,-8.41892,5.152,119073,-25,-25,108,-25,25,98,25,-25,75,25,25,70
-17.136,37.5816,3.85348,1010,-99.9,-99.9,-1,-25,25,2,25,-25,1,25,25,2
22.8751,-7.16815,-1.53807,91,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-44.8622,-0.272582,0.0505016,42906,-25,-25,31,-25,25,33,25,-25,30,25,25,27
-32.2282,40.3771,10.4534,115,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
28.9382,-44.7952,17.1941,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.84,30.902,-13.1023,23080,-25,-25,16,-25,25,16,25,-25,20,25,25,30
38.8508,-5.3261,7.94831,122128,-25,-25,61,-25,25,57,25,-25,95,25,25,84
-27.4342,-18.6434,18.9952,123348,-25,-25,656,-25,25,82,25,-25,78,25,25,64
4.01872,-39.1432,19.1575,140,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.2267,-4.78916,17.7337,15157,-25,-25,11,-25,25,3,25,-25,14,25,25,10
19.4666,22.2715,23.2695,874,-25,-25,1,-25,25,1,25,-25,1,-99.9,-99.9,-1
4.33339,5.51684,20.9552,73,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-24.8045,-34.4943,-11.6278,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-33.4392,28.9815,-13.0122,121637,-25,-25,87,-25,25,180,25,-25,61,25,25,65
16.5214,-36.9902,7.16322,11305,-25,-25,7,-25,25,6,25,-25,8,25,25,4
33.0891,-6.80139,3.27289,164,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
34.1695,-22.1169,0.952259,104,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
43.7742,-35.8647,-1.40273,82,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.5284,4.47199,13.2083,72406,-25,-25,54,-25,25,63,25,-25,32,25,25,41
