vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
2.55755,-14.0792,-4.04036,2118,-15,-15,6,-15,15,5,15,-15,6,15,15,1
-3.82049,5.51449,-6.38018,117,-15,-15,1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
23.5204,24.6839,2.98502,74,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
-15.7546,6.38453,-2.34239,3090,-15,-15,7,-15,15,15,15,-15,3,15,15,4
22.9268,13.1777,-5.53867,7417,-15,-15,5,-15,15,9,15,-15,9,15,15,39
22.4955,-9.83377,0.254356,446,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,1,15,15,1
-15.8555,2.41512,-2.42672,59835,-15,-15,171,-15,15,159,15,-15,72,15,15,71
16.7885,-0.504095,-3.72584,54636,-15,-15,72,-15,15,61,15,-15,136,15,15,149
2.42757,-22.7011,8.69296,83,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.293,-15.6335,-1.37183,267135,-15,-15,561,-15,15,246,15,-15,960,15,15,272
4.25977,-2.8272,-6.92667,145550,-15,-15,348,-15,15,198,15,-15,351,15,15,206
4.4924,7.46635,3.81913,341,-15,-15,2,-15,15,1,-99.9,-99.9,-1,15,15,1
9.69904,17.6788,-1.62913,115,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-24.9969,-13.5305,1.17661,50,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.336525,-18.1899,1.88802,100513,-15,-15,261,-15,15,111,15,-15,244,15,15,114
-19.4796,-19.3381,-9.95997,87,-99.9,-99.9,-1,-15,15,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.92083,-21.3236,-0.891599,214602,-15,-15,831,-15,15,270,15,-15,546,15,15,209
-11.1954,11.9109,9.93628,9568,-15,-15,13,-15,15,34,15,-15,10,15,15,12
-24.1356,-19.4115,0.674532,40,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.48367,0.442398,-5.56132,6116,-15,-15,10,-15,15,13,15,-15,19,15,15,14
-9.94825,1.72487,3.31904,50049,-15,-15,109,-15,15,144,15,-15,76,15,15,82
-18.152,7.17667,7.93044,23302,-15,-15,52,-15,15,148,15,-15,21,15,15,31
-15.9063,14.2058,8.34709,6885,-15,-15,9,-15,15,166,15,-15,5,15,15,9
-0.683062,-7.37926,6.75388,74512,-15,-15,191,-15,15,115,15,-15,147,15,15,106
18.5702,-16.3776,3.75322,90032,-15,-15,106,-15,15,63,15,-15,1103,15,15,115
15.9843,-18.4344,-7.38572,123,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.724,17.7294,-2.03976,84548,-15,-15,96,-15,15,515,15,-15,72,15,15,122
9.99789,-10.0306,-7.02443,270,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,2,15,15,2
2.84114,11.2935,4.60457,29,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.8397,-1.77049,4.81071,96656,-15,-15,149,-15,15,127,15,-15,277,15,15,247
13.8241,13.4143,-3.06383,7916,-15,-15,5,-15,15,17,15,-15,12,15,15,51
11.8153,-21.8834,-4.01362,83909,-15,-15,126,-15,15,74,15,-15,478,15,15,105
11.7936,7.61867,3.76951,33993,-15,-15,48,-15,15,50,15,-15,65,15,15,183
24.8861,-19.2237,-7.16986,92,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
-17.1726,16.015,0.304508,4819,-15,-15,11,-15,15,49,15,-15,3,15,15,2
0.295147,18.4382,-6.99381,99,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.5316,-8.62053,-6.68092,32968,-15,-15,161,-15,15,59,15,-15,32,15,15,31
16.6529,-12.5031,3.97202,2930,-15,-15,4,-15,15,2,15,-15,4,15,15,1
-0.773489,5.85904,-5.74937,142230,-15,-15,214,-15,15,449,15,-15,176,15,15,318
-5.32867,-12.3973,2.07588,16915,-15,-15,85,-15,15,25,15,-15,41,15,15,20
22.6668,-3.94541,-5.85826,74229,-15,-15,71,-15,15,77,15,-15,200,15,15,144
-8.30889,12.1181,-6.88352,691,-99.9,-99.9,-1,-15,15,2,-99.9,-99.9,-1,15,15,2
-13.9619,-12.4904,3.10131,25553,-15,-15,296,-15,15,29,15,-15,39,15,15,28
7.52367,-2.8742,8.16521,472,-15,-15,1,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
3.61583,-2.0547,7.68279,3739,-15,-15,4,-15,15,9,15,-15,6,15,15,13
24.6184,3.81935,1.3164,128552,-15,-15,123,-15,15,112,15,-15,320,15,15,286
3.60422,-7.99487,4.94144,14992,-15,-15,39,-15,15,13,15,-15,31,15,15,27
6.51427,-16.0308,-1.48963,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.0164,15.3491,-1.02526,33,-99.9,-99.9,-1,-15,15,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.8863,-18.1123,9.8907,13746,-15,-15,93,-15,15,24,15,-15,16,15,15,3
22.763,-15.638,-8.78327,33699,-15,-15,35,-15,15,27,15,-15,158,15,15,40
17.7547,-15.8825,5.56497,58844,-15,-15,59,-15,15,50,15,-15,883,15,15,85
7.99185,-16.0477,-8.0099,56584,-15,-15,102,-15,15,60,15,-15,272,15,15,63
-6.5208,8.98031,-5.93137,96529,-15,-15,170,-15,15,408,15,-15,140,15,15,166
-17.3136,24.3318,-2.48336,202205,-15,-15,171,-15,15,628,15,-15,148,15,15,267
-8.82354,-19.3482,6.72782,9922,-15,-15,27,-15,15,6,15,-15,10,15,15,8
-19.3528,13.5454,-0.420484,56,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.4605,2.35309,-1.0468,297,-15,-15,1,-15,15,2,-99.9,-99.9,-1,15,15,1
-3.28919,-11.0084,-4.8876,242372,-15,-15,1033,-15,15,255,15,-15,437,15,15,205
-22.4773,-14.1672,-5.70016,109,-15,-15,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-23.1147,17.5805,9.55846,115,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.3505,-17.5499,7.04261,198788,-15,-15,395,-15,15,212,15,-15,1094,15,15,259
-10.5494,-21.7342,-3.45717,95529,-15,-15,461,-15,15,94,15,-15,155,15,15,66
-3.98921,7.94105,4.94836,101075,-15,-15,178,-15,15,270,15,-15,164,15,15,203
-10.2138,-19.4373,2.2634,10457,-15,-15,67,-15,15,15,15,-15,15,15,15,12
3.33464,21.5507,1.32882,20934,-15,-15,22,-15,15,31,15,-15,29,15,15,109
3.54314,-11.4892,6.6407,46,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.9628,23.8708,0.881964,3409,-15,-15,3,-15,15,2,15,-15,1,15,15,5
12.2344,11.4106,-1.02246,113633,-15,-15,159,-15,15,173,15,-15,219,15,15,459
10.5442,18.5101,-0.250175,189400,-15,-15,167,-15,15,316,15,-15,254,15,15,1269
-19.2588,-15.8558,0.432489,263870,-15,-15,922,-15,15,560,15,-15,288,15,15,233
-23.9415,10.1839,-2.54875,271,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
