vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3,xpos4,ypos4,photons4,xpos5,ypos5,photons5,xpos6,ypos6,photons6,xpos7,ypos7,photons7,xpos8,ypos8,photons8,xpos9,ypos9,photons9,xpos10,ypos10,photons10,xpos11,ypos11,photons11,xpos12,ypos12,photons12,xpos13,ypos13,photons13,xpos14,ypos14,photons14,xpos15,ypos15,photons15
-20.419,-17.7947,-5.00991,481940,-75,-75,290,-75,-25,331,-75,25,281,-75,75,239,-25,-75,329,-25,-25,589,-25,25,319,-25,75,207,25,-75,325,25,-25,344,25,25,295,25,75,231,75,-75,266,75,-25,260,75,25,248,75,75,202
-40.1024,-45.2014,8.24799,20806,-75,-75,12,-75,-25,23,-75,25,21,-75,75,13,-25,-75,12,-25,-25,9,-25,25,20,-25,75,16,25,-75,3,25,-25,9,25,25,6,25,75,8,75,-75,7,75,-25,9,75,25,8,75,75,8
12.1933,-9.72132,10.5284,45010,-75,-75,20,-75,-25,28,-75,25,19,-75,75,17,-25,-75,21,-25,-25,32,-25,25,28,-25,75,28,25,-75,25,25,-25,28,25,25,32,25,75,22,75,-75,30,75,-25,28,75,25,34,75,75,29
28.6142,-16.059,-14.4183,2710,-99.9,-99.9,-1,-99.9,-99.9,-1,-75,25,3,-75,75,1,-25,-75,1,-25,-25,3,-25,25,1,-99.9,-99.9,-1,25,-75,2,25,-25,5,-99.9,-99.9,-1,25,75,2,75,-75,1,75,-25,4,-99.9,-99.9,-1,75,75,1
12.1941,-36.8509,24.6095,101,-99.9,-99.9,-1,-99.9,-99.9,-1,-75,25,1,-75,75,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
18.8826,-46.9098,23.9722,1582,-99.9,-99.9,-1,-75,-25,1,-99.9,-99.9,-1,-75,75,1,-99.9,-99.9,-1,-25,-25,1,-25,25,1,-99.9,-99.9,-1,25,-75,1,25,-25,2,25,25,1,-99.9,-99.9,-1,75,-75,1,75,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.16712,-49.5518,4.88043,124,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
39.8927,-10.9966,-9.1916,9126,-75,-75,5,-75,-25,2,-75,25,1,-75,75,3,-25,-75,6,-25,-25,6,-25,25,8,-25,75,2,25,-75,8,25,-25,9,25,25,5,25,75,8,75,-75,5,75,-25,5,75,25,3,75,75,2
44.2646,-26.9659,-17.3679,164675,-75,-75,67,-75,-25,57,-75,25,62,-75,75,58,-25,-75,87,-25,-25,86,-25,25,70,-25,75,66,25,-75,141,25,-25,197,25,25,96,25,75,65,75,-75,115,75,-25,201,75,25,120,75,75,88
-37.8605,-20.5674,21.8199,15888,-75,-75,17,-75,-25,11,-75,25,9,-75,75,8,-25,-75,7,-25,-25,10,-25,25,7,-25,75,7,25,-75,12,25,-25,8,25,25,10,25,75,5,75,-75,9,75,-25,8,75,25,10,75,75,5
-39.8252,32.6678,-20.1628,306049,-75,-75,154,-75,-25,236,-75,25,327,-75,75,247,-25,-75,141,-25,-25,199,-25,25,409,-25,75,257,25,-75,107,25,-25,128,25,25,162,25,75,201,75,-75,124,75,-25,112,75,25,133,75,75,152
5.7843,-19.5104,-18.2929,122,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.0102,37.7607,-10.4096,222508,-75,-75,93,-75,-25,109,-75,25,147,-75,75,133,-25,-75,83,-25,-25,133,-25,25,231,-25,75,195,25,-75,103,25,-25,116,25,25,137,25,75,168,75,-75,87,75,-25,99,75,25,108,75,75,135
