vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
-10.3158,-5.99902,-1.92715,37718,-25,-25,62,-25,25,50,25,-25,42,25,25,35
22.5411,24.5764,-4.81408,90224,-25,-25,58,-25,25,67,25,-25,92,25,25,644
-0.0680424,-5.59965,3.35475,135754,-25,-25,182,-25,25,162,25,-25,174,25,25,150
-0.684939,-5.32136,-4.20256,88,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
9.10845,9.56361,-7.03498,5512,-25,-25,2,-25,25,8,25,-25,5,25,25,12
10.5099,11.1818,1.15026,1485,-25,-25,1,-25,25,2,25,-25,1,25,25,5
-11.5259,-24.7482,3.89938,57556,-25,-25,161,-25,25,50,25,-25,76,25,25,41
1.25055,14.6816,6.9159,59185,-25,-25,46,-25,25,75,25,-25,49,25,25,115
19.0679,3.59104,-3.71693,68150,-25,-25,40,-25,25,67,25,-25,92,25,25,138
-22.7648,3.96627,4.94353,30146,-25,-25,54,-25,25,79,25,-25,18,25,25,20
-8.03701,0.832958,-5.71313,79,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.9158,-24.5032,9.38618,3007,-25,-25,4,-25,25,1,25,-25,15,-99.9,-99.9,-1
0.840068,-17.17,3.56021,19,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.19551,-16.1372,-8.72821,43,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.95052,8.41531,8.40182,578,-99.9,-99.9,-1,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.82265,1.89339,-6.24925,80365,-25,-25,126,-25,25,125,25,-25,92,25,25,86
3.80809,7.82505,5.16631,40582,-25,-25,41,-25,25,59,25,-25,49,25,25,57
17.3851,13.5445,0.282425,37975,-25,-25,22,-25,25,32,25,-25,58,25,25,201
18.8396,11.3321,3.95076,95,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.4913,13.4632,3.8588,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.27314,-13.9237,-7.19719,27048,-25,-25,36,-25,25,22,25,-25,56,25,25,28
-14.8482,2.04551,9.09922,43783,-25,-25,77,-25,25,95,25,-25,34,25,25,49
-22.9854,17.9078,-1.85459,96919,-25,-25,119,-25,25,454,25,-25,53,25,25,79
6.07929,4.31226,-6.93776,393192,-25,-25,403,-25,25,1111,25,-25,320,25,25,479
7.06676,5.50733,4.47177,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.70378,12.3854,-3.17589,62,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.15741,11.7381,4.63954,584,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,25,25,1
0.651605,2.23508,8.85352,77,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.34081,-1.86133,-9.09933,33695,-25,-25,46,-25,25,50,25,-25,44,25,25,43
-20.9869,1.75529,-8.69486,4618,-25,-25,8,-25,25,7,25,-25,5,25,25,3
-1.92251,-11.2167,2.71072,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.4798,-17.2168,4.09606,23001,-25,-25,67,-25,25,24,25,-25,17,25,25,13
-17.9738,17.1056,-4.94598,76717,-25,-25,70,-25,25,357,25,-25,69,25,25,73
-3.2094,-20.6286,8.91691,4125,-25,-25,7,-25,25,2,25,-25,6,25,25,2
22.4421,15.4364,7.09594,25117,-25,-25,20,-25,25,22,25,-25,24,25,25,112
-17.1642,4.70829,5.54334,34812,-25,-25,59,-25,25,92,25,-25,40,25,25,31
22.1799,-8.86162,3.49817,110495,-25,-25,101,-25,25,81,25,-25,272,25,25,155
15.3542,-2.65625,-6.39966,3143,-25,-25,4,-25,25,1,25,-25,5,25,25,4
-18.3778,7.9304,7.92352,108,-25,-25,1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
21.3621,-15.266,5.75842,25731,-25,-25,27,-25,25,11,25,-25,103,25,25,34
-4.33006,2.09664,2.76345,12569,-25,-25,17,-25,25,16,25,-25,15,25,25,18
2.80336,-18.6943,9.77181,9897,-25,-25,14,-25,25,11,25,-25,21,25,25,11
9.41525,-13.2422,6.18949,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
0.0326605,-2.06729,-7.63126,178,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
9.59585,9.10889,5.54897,89,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-1.7925,-14.3753,1.37042,867,-25,-25,2,-99.9,-99.9,-1,25,-25,3,-99.9,-99.9,-1
16.7271,13.1483,-7.83055,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.28779,11.8785,-4.79339,63,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.7372,19.3325,2.82682,110,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.2422,-15.4002,4.24236,34,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.79566,-7.31267,8.30286,22652,-25,-25,36,-25,25,20,25,-25,38,25,25,26
-24.4005,7.66503,-6.09171,874,-25,-25,2,-25,25,2,25,-25,2,25,25,1
-24.0929,-23.475,-8.54866,6098,-25,-25,34,-25,25,1,25,-25,5,25,25,3
-18.2019,5.20644,-8.7506,109471,-25,-25,177,-25,25,216,25,-25,90,25,25,78
-21.6413,-8.12529,3.27932,45,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.5795,10.5448,8.61724,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.8934,-16.6758,-4.28002,284137,-25,-25,550,-25,25,382,25,-25,364,25,25,249
-18.3577,12.5401,4.45648,5192,-25,-25,6,-25,25,9,25,-25,3,25,25,4
10.6608,23.358,1.35513,72,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-12.2607,-4.29119,-6.414,88,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.4021,1.55893,0.631849,6331,-25,-25,12,-25,25,15,25,-25,7,25,25,6
-1.20494,-9.41794,-6.17239,55,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
