vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
43.3963,26.3379,-28.2968,57,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
11.5548,-43.5976,-33.3213,393378,-25,-25,288,-25,25,157,25,-25,410,25,25,170
-42.3177,-34.4211,-30.2922,7459,-25,-25,5,-25,25,1,25,-25,7,25,25,6
-11.751,27.4509,32.8059,571,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
35.2717,1.1312,21.6509,103,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,25,25,1
23.9367,-17.6729,-8.2118,329671,-25,-25,194,-25,25,134,25,-25,330,25,25,223
34.3317,39.2447,-4.62827,154,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.50496,0.19089,8.25083,124284,-25,-25,64,-25,25,69,25,-25,83,25,25,76
28.7491,20.0937,-8.90459,1475,-25,-25,2,-25,25,1,-99.9,-99.9,-1,25,25,3
-6.68245,11.3982,22.6787,81347,-25,-25,52,-25,25,66,25,-25,39,25,25,51
-31.7743,2.97913,-12.0617,596577,-25,-25,651,-25,25,415,25,-25,354,25,25,313
-35.2486,32.0796,-31.0829,81,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-36.0612,26.8653,-22.4794,39232,-25,-25,11,-25,25,45,25,-25,15,25,25,12
13.1097,18.5545,-27.5629,6029,-25,-25,4,-25,25,4,25,-25,10,25,25,2
35.9035,-9.89697,-19.1916,62,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
39.8381,-24.2693,-27.3679,304780,-25,-25,139,-25,25,122,25,-25,248,25,25,159
-34.0744,-18.5107,11.8199,129881,-25,-25,244,-25,25,66,25,-25,71,25,25,54
41.2656,-34.5958,28.4934,117,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
25.658,18.8023,-11.6262,120,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-32.8397,16.2627,-31.9976,7980,-25,-25,9,-25,25,5,25,-25,4,25,25,6
4.85771,11.4569,-18.4596,126,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-24.1545,-30.2463,33.2659,13599,-25,-25,66,-25,25,9,25,-25,5,25,25,9
-3.83962,-24.7211,-20.4408,364254,-25,-25,403,-25,25,215,25,-25,220,25,25,208
0.198682,12.8778,29.0901,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
38.2336,4.98378,-24.7274,55932,-25,-25,21,-25,25,31,25,-25,33,25,25,53
10.756,18.5448,30.7859,198,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.6633,28.9636,19.1231,368,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-0.427186,-37.4374,-32.2711,165760,-25,-25,105,-25,25,76,25,-25,113,25,25,61
-20.168,29.2775,20.5739,155619,-25,-25,88,-25,25,347,25,-25,65,25,25,90
18.2967,8.17634,10.4375,19459,-25,-25,7,-25,25,11,25,-25,14,25,25,15
25.6754,-40.2067,24.2457,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.23702,-24.6053,-8.86297,361817,-25,-25,925,-25,25,186,25,-25,192,25,25,157
26.2566,-38.338,-11.3445,1213,-25,-25,1,-99.9,-99.9,-1,25,-25,1,25,25,2
1.82054,-4.16782,-26.1516,12403,-25,-25,13,-25,25,9,25,-25,13,25,25,6
-23.1895,-38.8852,-32.0454,611726,-25,-25,617,-25,25,330,25,-25,471,25,25,300
8.72213,40.1074,-20.1233,1346,-99.9,-99.9,-1,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
-33.3137,-4.56569,34.917,114,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
23.3115,7.29982,15.3434,9960,-25,-25,5,-25,25,2,25,-25,7,25,25,12
-43.0676,-17.9236,17.8817,569363,-25,-25,414,-25,25,337,25,-25,259,25,25,247
17.3572,18.4209,-7.79521,19247,-25,-25,8,-25,25,14,25,-25,9,25,25,20
-23.0201,-3.86166,-4.68528,15747,-25,-25,10,-25,25,12,25,-25,5,25,25,3
-26.4867,-9.69949,-25.1541,4275,-25,-25,8,-25,25,3,25,-25,2,25,25,1
-24.7189,-29.9523,18.1853,28011,-25,-25,76,-25,25,12,25,-25,6,25,25,13
15.7072,-41.3936,8.06307,272964,-25,-25,134,-25,25,97,25,-25,246,25,25,139
-24.1488,38.5062,11.5504,85,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.71119,-0.698751,-33.9773,5854,-25,-25,2,-25,25,3,25,-25,3,25,25,4
38.5441,-17.1746,-10.7186,355151,-25,-25,161,-25,25,141,25,-25,400,25,25,203
22.5729,-35.0283,-14.7978,415,-25,-25,2,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-27.3219,-41.3764,-17.6857,414556,-25,-25,431,-25,25,202,25,-25,255,25,25,187
-0.685278,-34.1206,28.4916,76936,-25,-25,42,-25,25,36,25,-25,56,25,25,43
-39.5316,-2.11469,34.5093,21512,-25,-25,15,-25,25,13,25,-25,11,25,25,13
0.635759,-10.0548,-9.13249,131,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
24.0252,-11.7262,-2.0286,59725,-25,-25,30,-25,25,23,25,-25,83,25,25,47
29.4717,-40.9518,24.3805,69880,-25,-25,35,-25,25,24,25,-25,44,25,25,39
2.32043,-43.9891,-7.82133,66,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.0414,-20.4547,-30.6498,3011,-25,-25,3,-25,25,2,-99.9,-99.9,-1,25,25,2
-13.1389,-5.08149,7.2193,112,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
